,titles,category
365, 한달   만원  온라인 고스톱 포커 결제   월에 더 늘어날까,IT
366, 한국판 오라클  티맥스   년 전 매각한 티맥스소프트 재인수 추진,IT
367,애플     누르고 시총  위 복귀  비전 프로  사전주문 영향,IT
368,이용자들이 유료로 판매하라고 부탁하는 게임,IT
369,금융보안     올해도 또  해커 침입  뒷구멍  되나,IT
370, 단독 이중훈 코인원      가상자산 떠나 방산     팔란티어 로,IT
371,성장둔화 감원 칼바람 게임업계 신임 대표들  주가견인 성장동력 확보  숙제,IT
372, 기자수첩  소비자 후생은 고려 않는  오락가락  플랫폼법,IT
373,  서비스 빅      전쟁   격전지는 금융,IT
374,한국 오는 올트먼  삼성   와 회동할 듯,IT
375, 호갱님   버스폰  사라졌지만 모두가 손가락질했던 그 법 단통법   년,IT
376,보고 또 보고   차  영화 관람 붐 통신사 멤버십 혜택 쏠쏠,IT
377,리니지 밀어낸  버섯커키우기   게임  규제 깐깐해지자 한국 ,IT
378,출시 이틀만에 동접    만명    총든  짝퉁 포켓몬 에 게임 시장 들썩,IT
379,애플  아이패드용      패널 주문량 하향 조정    디스플레이 업체 타격,IT
380,아프리카       새해에만   억 벌었다   뭐 하길래    일  템 ,IT
381,티맥스그룹   년 전 판 티맥스소프트 재인수 추진,IT
382,갤럭시     실시간 통역 만 믿고 일본 가봤다  체험기 ,IT
383, 단독  수사받는 카카오모빌리티  검사 대통령실 출신인사 영입   팩플,IT
384, 세계는      대안 원한다 삼성 파운드리 기회 ,IT
385,달릴수록 배터리가 찬다   무선충전도로  아시나요 미래   ,IT
386, 전 국민 호갱  만든 단통법   폐지  추진 통신비 줄어들까,IT
387,삼성이 포기했던 눈물의     타이젠     로봇에 탑재됐다,IT
388,하루 우유 한 잔  당뇨 막는다  달콤한 사이언스 ,IT
389,스마트폰 보조금 확대  대형마트 의무휴업 폐지,IT
390,전공의      의대 증원 시 집단행동 참여  서울 대형병원  곳 포함,IT
391, 이젠 아기 기저귀까지   너도나도    난리더니  이 정도일 줄이야,IT
392,단통법    년 만에  백지화  통신사  보조금 경쟁  다시 불붙나,IT
393,웹툰 웹소설  도서정가제 제외는 반쪽짜리  업계는  산 넘어 산 ,IT
394, 꼭 아이 낳고 싶어요  간절한 직원 위해 회사가      만원  지원한다,IT
395,방심위  한정표현 잘못 사용한   알파쇼핑에 법정제재,IT
396, 우주정거장  식구 늘었네   개국 우주인들 모여  북적 ,IT
397, 생활규제 혁파  보조금 경쟁으로 단말기값 인하 기대  호갱  막을 보완책 필요,IT
398, 단통법   년 만에 폐지  카드 꺼냈지만 통신비 줄일 수 있을지 두고  갑론을박 ,IT
399,민주당 과방위원들     류희림 조성경 사태 외면 말고 상임위 열어야 ,IT
